idx,prompt,model,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd,reasoning_tokens
198,P2_zero_shot_def,gpt5,matched,"32 Under the RSA proposal, a worker between the ages of 25 and 60 with family earnings of at least $5,000 could contribute up to $1,000 annually through either an employer-sponsored saving plan or a tax-deferred individual account.","Most workers could contribute up to $1,000 each year.",government,entailment,neutral,neutral,129,266,395,0.01193,256.0
199,P2_zero_shot_def,gpt5,matched,The following are examples of how agencies engaged employee unions.,The following are examples of how agencies can eradicate employee unions.,government,contradiction,contradiction,contradiction,87,268,355,0.01159,256.0
200,P2_zero_shot_def,gpt5,matched,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He never wanted any attention and kept to himself all the time.,slate,contradiction,contradiction,contradiction,113,140,253,0.00673,128.0
201,P2_zero_shot_def,gpt5,matched,exactly and when i'm sitting here on the sofa cross-stitching and all of a sudden somebody a man's got their hand on my door knob it's like uh like oh no and so i don't i don't like that and i guess the only way to prevent it would be just to pass a city ordinance to prevent that or,I don't ever sit on my sofa and do cross-stitch. ,telephone,contradiction,contradiction,contradiction,142,396,538,0.01726,384.0
202,P2_zero_shot_def,gpt5,matched,It can entail prospective and retrospective designs and it permits synthesis of many individual case studies undertaken at different times and in different sites.,It can entail prospective and retrospective designs.,government,entailment,entailment,entailment,97,76,173,0.00401,64.0
203,P2_zero_shot_def,gpt5,matched,um-hum yeah right uh is yours a is it a a slab foundation or pier and beam,Your foundation is being beamed away.,telephone,contradiction,neutral,neutral,92,202,294,0.009,192.0
204,P2_zero_shot_def,gpt5,matched,The Washington Post called it the culmination of a six-month game of political chicken.,It has been called by the Washington Post as a beautiful situation.,slate,contradiction,neutral,neutral,93,266,359,0.01157,256.0
205,P2_zero_shot_def,gpt5,matched,"For example, a case study of the effectiveness of a job training program might need to take into account general economic trends, such as unemployment rates in the community.",General economic trends would have to be considered by a case study on job training effectiveness.,government,entailment,neutral,neutral,113,330,443,0.0143299999999999,320.0
206,P2_zero_shot_def,gpt5,matched,"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.",My choice of dishes was more judicious than yours.,fiction,entailment,neutral,neutral,98,330,428,0.01418,320.0
207,P2_zero_shot_def,gpt5,matched,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,He would mow your entire yard in eight minutes if he was using a power mower.,telephone,neutral,neutral,neutral,148,266,414,0.01212,256.0
208,P2_zero_shot_def,gpt5,matched,"Since there is no airport on the island, all visitors must arrive at the port, Skala, where most of the hotels are located and all commercial activity is carried out.",There isn't enough room for an airport on the island.,travel,neutral,neutral,neutral,110,138,248,0.00662,128.0
209,P2_zero_shot_def,gpt5,matched,But even managers who try to stay alert to these forces often gather their information anecdotally or informally.,Managers offer employees benefits in return for information.,government,neutral,neutral,neutral,96,138,234,0.00648,128.0
210,P2_zero_shot_def,gpt5,matched,Some rooms have balconies.,Some rooms have balconies off of them.,travel,entailment,entailment,entailment,77,1100,1177,0.04477,1088.0
211,P2_zero_shot_def,gpt5,matched,"No, John, I said, ""it isn't one of us. ",I told John it was not one of us.,fiction,entailment,entailment,entailment,89,460,549,0.0192899999999999,448.0
212,P2_zero_shot_def,gpt5,matched,"These aliens may seek legal assistance at any time during the year, although limited English ability and lack of knowledge of rights and procedures may provide obstacles to seeking and obtaining representation.",These immigrants often need legal assistance.,government,entailment,neutral,neutral,105,330,435,0.01425,320.0
213,P2_zero_shot_def,gpt5,matched,"Porches and stoops, those symbols of a vibrant social life, stopped being used as gathering places for a rather practical reason--air conditioning.",People simply prefer to be comfortable inside rather than outdoors in the sweltering heat.,slate,entailment,neutral,neutral,110,842,952,0.03478,832.0
214,P2_zero_shot_def,gpt5,matched,The sacred is not mysterious to her.,The woman is very religious.,slate,neutral,neutral,neutral,78,138,216,0.0063,128.0
215,P2_zero_shot_def,gpt5,matched,"The central porch is still intact, depicting Jesus's entry into Jerusalem, the Crucifixion, and other scenes from the Bible.",The central porch was destroyed long ago.,travel,contradiction,contradiction,contradiction,98,76,174,0.00402,64.0
216,P2_zero_shot_def,gpt5,matched,go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh,The state parks have six shelters on their grounds.,telephone,entailment,entailment,entailment,114,1100,1214,0.04514,1088.0
217,P2_zero_shot_def,gpt5,matched,"I entered her shack, opening the painted door covered in runes of warding.","I entered the shack, bidden by her--the runes of warding would have surely sent me away otherwise.",fiction,neutral,neutral,neutral,105,266,371,0.01169,256.0
218,P2_zero_shot_def,gpt5,matched,No. I guess I'm going too.,I guess I'm not going to come.,fiction,contradiction,contradiction,contradiction,80,140,220,0.0064,128.0
219,P2_zero_shot_def,gpt5,matched,It's all right.,It is well and we will be on our way.,fiction,neutral,neutral,neutral,79,138,217,0.00631,128.0
220,P2_zero_shot_def,gpt5,matched,i ripped the ligaments in my right ankle,i tore the ligaments in my right ankle,telephone,entailment,entailment,entailment,84,76,160,0.00388,64.0
221,P2_zero_shot_def,gpt5,matched,yeah i'm trying to find out how long we're supposed talk,We have to talk for exactly two minutes.,telephone,neutral,neutral,neutral,85,138,223,0.00637,128.0
222,P2_zero_shot_def,gpt5,matched,The way we try to approach it is to identify every legal problem that a client has.,Identifying every legal problem makes it easier to help the client.,government,neutral,neutral,neutral,95,202,297,0.00903,192.0
223,P2_zero_shot_def,gpt5,matched,"Designed by George Meikle Kemp, an unknown draftsman of humble birth, the monument took its inspiration from the design of MelroseAbbey.",George meikle Kemp was inspired by Melrose abbey. ,travel,entailment,neutral,neutral,106,522,628,0.0219399999999999,512.0
224,P2_zero_shot_def,gpt5,matched,cook and then the next time it would be my turn and i'd try to outdo him and then he'd try to outdo me and  we we was really a lot of fun and,"I would cook and he never would, it always turned out to be a chore. ",telephone,contradiction,contradiction,contradiction,120,140,260,0.0068,128.0
225,P2_zero_shot_def,gpt5,matched,okay what types of music do you like to listen to,"You hate music, don't you? ",telephone,contradiction,contradiction,contradiction,84,524,608,0.0218,512.0
226,P2_zero_shot_def,gpt5,matched,Windows 95 costs about $90 at my local computer superstore.,Windows 95 is no longer sold.,slate,contradiction,contradiction,contradiction,86,140,226,0.00646,128.0
227,P2_zero_shot_def,gpt5,matched,that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've,You can do it by yourself no problem.,telephone,neutral,neutral,neutral,130,202,332,0.00938,192.0
228,P2_zero_shot_def,gpt5,matched,She's very tired.,She is very tired from her long day.,fiction,neutral,neutral,neutral,77,74,151,0.00373,64.0
229,P2_zero_shot_def,gpt5,matched,"As long as Assad lives, he can manage these troubles and keep an agreement with Israel.",The only way for Assad to take care of the trouble is for him to die. ,slate,contradiction,contradiction,contradiction,100,140,240,0.0066,128.0
230,P2_zero_shot_def,gpt5,matched,what does um is Robby Robin Williams does he have a funny part in the movie or is,Is Robin Williams in the movie?,telephone,neutral,neutral,neutral,91,394,485,0.01667,384.0
231,P2_zero_shot_def,gpt5,matched,"In Temple Bar, the bookshop at the Gallery of Photography carries a large selection of photographic publications, and the Flying Pig is a secondhand bookshop.",There is no bookshop in the area.,travel,contradiction,contradiction,contradiction,104,76,180,0.00408,64.0
232,P2_zero_shot_def,gpt5,matched,"The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO .",The dome is bare and plain.,travel,contradiction,contradiction,contradiction,117,76,193,0.00421,64.0
233,P2_zero_shot_def,gpt5,matched,"Eh! Monsieur Lawrence, called Poirot. ",Poirot called upon Monsieur Lawrence.,fiction,entailment,neutral,neutral,81,394,475,0.01657,384.0
234,P2_zero_shot_def,gpt5,matched,"If all else failed, I could always make myself an exhibit.",There are major downsides to making myself an exhibit. ,fiction,neutral,neutral,neutral,89,202,291,0.00897,192.0
235,P2_zero_shot_def,gpt5,matched,"The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income, about $22,000 a year for a family of four, Kleiman said.",Low income is the only disqualifying factor in LSC services eligibility.,government,neutral,neutral,neutral,123,202,325,0.00931,192.0
